1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0D00000037AFBD21
Is Mission Active?  true
Mission Start:  Sun Aug 30 14:05:00 PDT 2020
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  979
Total Samples:  15706
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
11/15/20 1:05:00 AM,C,8.5
11/15/20 5:05:00 AM,C,8.5
11/15/20 9:05:00 AM,C,9
11/15/20 1:05:00 PM,C,10.5
11/15/20 5:05:00 PM,C,10
11/15/20 9:05:00 PM,C,9.5
11/16/20 1:05:00 AM,C,9
11/16/20 5:05:00 AM,C,9
11/16/20 9:05:00 AM,C,10
11/16/20 1:05:00 PM,C,12
11/16/20 5:05:00 PM,C,11.5
11/16/20 9:05:00 PM,C,11
11/17/20 1:05:00 AM,C,10
11/17/20 5:05:00 AM,C,9
11/17/20 9:05:00 AM,C,10
11/17/20 1:05:00 PM,C,10.5
11/17/20 5:05:00 PM,C,10.5
11/17/20 9:05:00 PM,C,9
11/18/20 1:05:00 AM,C,9
11/18/20 5:05:00 AM,C,8.5
11/18/20 9:05:00 AM,C,8.5
11/18/20 1:05:00 PM,C,11
11/18/20 5:05:00 PM,C,9
11/18/20 9:05:00 PM,C,7.5
11/19/20 1:05:00 AM,C,7
11/19/20 5:05:00 AM,C,7
11/19/20 9:05:00 AM,C,7
11/19/20 1:05:00 PM,C,10.5
11/19/20 5:05:00 PM,C,8.5
11/19/20 9:05:00 PM,C,7
11/20/20 1:05:00 AM,C,5.5
11/20/20 5:05:00 AM,C,4.5
11/20/20 9:05:00 AM,C,6
11/20/20 1:05:00 PM,C,12
11/20/20 5:05:00 PM,C,8
11/20/20 9:05:00 PM,C,5.5
11/21/20 1:05:00 AM,C,4.5
11/21/20 5:05:00 AM,C,4
11/21/20 9:05:00 AM,C,4.5
11/21/20 1:05:00 PM,C,6
11/21/20 5:05:00 PM,C,5.5
11/21/20 9:05:00 PM,C,4.5
11/22/20 1:05:00 AM,C,3.5
11/22/20 5:05:00 AM,C,3.5
11/22/20 9:05:00 AM,C,4
11/22/20 1:05:00 PM,C,7
11/22/20 5:05:00 PM,C,6.5
11/22/20 9:05:00 PM,C,6.5
11/23/20 1:05:00 AM,C,6.5
11/23/20 5:05:00 AM,C,6
11/23/20 9:05:00 AM,C,6.5
11/23/20 1:05:00 PM,C,7.5
11/23/20 5:05:00 PM,C,7.5
11/23/20 9:05:00 PM,C,6.5
11/24/20 1:05:00 AM,C,5
11/24/20 5:05:00 AM,C,4.5
11/24/20 9:05:00 AM,C,6
11/24/20 1:05:00 PM,C,10.5
11/24/20 5:05:00 PM,C,8.5
11/24/20 9:05:00 PM,C,7.5
11/25/20 1:05:00 AM,C,7
11/25/20 5:05:00 AM,C,6
11/25/20 9:05:00 AM,C,6.5
11/25/20 1:05:00 PM,C,7.5
11/25/20 5:05:00 PM,C,7.5
11/25/20 9:05:00 PM,C,7
11/26/20 1:05:00 AM,C,7
11/26/20 5:05:00 AM,C,7
11/26/20 9:05:00 AM,C,7.5
11/26/20 1:05:00 PM,C,9
11/26/20 5:05:00 PM,C,8
11/26/20 9:05:00 PM,C,6
11/27/20 1:05:00 AM,C,5
11/27/20 5:05:00 AM,C,4
11/27/20 9:05:00 AM,C,5
11/27/20 1:05:00 PM,C,10.5
11/27/20 5:05:00 PM,C,7
11/27/20 9:05:00 PM,C,5
11/28/20 1:05:00 AM,C,4
11/28/20 5:05:00 AM,C,3.5
11/28/20 9:05:00 AM,C,4
11/28/20 1:05:00 PM,C,11
11/28/20 5:05:00 PM,C,8
11/28/20 9:05:00 PM,C,5.5
11/29/20 1:05:00 AM,C,4.5
11/29/20 5:05:00 AM,C,3.5
11/29/20 9:05:00 AM,C,4
11/29/20 1:05:00 PM,C,7.5
11/29/20 5:05:00 PM,C,6.5
11/29/20 9:05:00 PM,C,4.5
11/30/20 1:05:00 AM,C,4.5
11/30/20 5:05:00 AM,C,4.5
11/30/20 9:05:00 AM,C,5.5
11/30/20 1:05:00 PM,C,8.5
11/30/20 5:05:00 PM,C,7.5
11/30/20 9:05:00 PM,C,5.5
12/1/20 1:05:00 AM,C,4.5
12/1/20 5:05:00 AM,C,3.5
12/1/20 9:05:00 AM,C,4
12/1/20 1:05:00 PM,C,5.5
12/1/20 5:05:00 PM,C,5
12/1/20 9:05:00 PM,C,4
12/2/20 1:05:00 AM,C,3.5
12/2/20 5:05:00 AM,C,3
12/2/20 9:05:00 AM,C,3.5
12/2/20 1:05:00 PM,C,10.5
12/2/20 5:05:00 PM,C,7
12/2/20 9:05:00 PM,C,5
12/3/20 1:05:00 AM,C,4
12/3/20 5:05:00 AM,C,3.5
12/3/20 9:05:00 AM,C,4
12/3/20 1:05:00 PM,C,6.5
12/3/20 5:05:00 PM,C,6.5
12/3/20 9:05:00 PM,C,5
12/4/20 1:05:00 AM,C,4
12/4/20 5:05:00 AM,C,3
12/4/20 9:05:00 AM,C,4
12/4/20 1:05:00 PM,C,10.5
12/4/20 5:05:00 PM,C,7
12/4/20 9:05:00 PM,C,4.5
12/5/20 1:05:00 AM,C,4
12/5/20 5:05:00 AM,C,3
12/5/20 9:05:00 AM,C,4.5
12/5/20 1:05:00 PM,C,10.5
12/5/20 5:05:00 PM,C,7
12/5/20 9:05:00 PM,C,7
12/6/20 1:05:00 AM,C,7
12/6/20 5:05:00 AM,C,6.5
12/6/20 9:05:00 AM,C,7
12/6/20 1:05:00 PM,C,11.5
12/6/20 5:05:00 PM,C,9
12/6/20 9:05:00 PM,C,7
12/7/20 1:05:00 AM,C,6
12/7/20 5:05:00 AM,C,5
12/7/20 9:05:00 AM,C,5.5
12/7/20 1:05:00 PM,C,10
12/7/20 5:05:00 PM,C,8.5
12/7/20 9:05:00 PM,C,7
12/8/20 1:05:00 AM,C,6
12/8/20 5:05:00 AM,C,6
12/8/20 9:05:00 AM,C,6.5
12/8/20 1:05:00 PM,C,13
12/8/20 5:05:00 PM,C,10
12/8/20 9:05:00 PM,C,9
